0,-83.8217,0,55.8811,0
0.253816,-67.0573,0,44.7049,0
0.507632,-50.293,0,33.5287,0
0.761448,-33.5287,0,22.3524,0
1.01526,-16.7643,0,11.1762,0
1.26908,0,0,0,0
1.5229,16.7643,0,-11.1762,0
1.77671,33.5287,0,-22.3524,0
2.03053,50.293,0,-33.5287,0
2.28434,67.0573,0,-44.7049,0
2.53816,83.8217,0,-55.8811,0
2.79197,0,189.778,0,-1.24957e-11
2.96066,0,151.822,0,-9.99652e-12
3.12934,0,113.867,0,-7.49739e-12
3.29803,0,75.9111,0,-4.99826e-12
3.46671,0,37.9555,0,-2.49913e-12
3.6354,0,2.84217e-14,0,-4.84676e-27
3.80408,0,-37.9555,0,2.49913e-12
3.97276,0,-75.9111,0,4.99826e-12
4.14145,0,-113.867,0,7.49739e-12
4.31013,0,-151.822,0,9.99652e-12
4.47882,0,-189.778,0,1.24957e-11
4.6475,-123.842,-123.842,-13.7602,-185.763
4.85632,-99.0734,-99.0734,-11.0082,-148.61
5.06513,-74.305,-74.305,-8.25611,-111.458
5.27395,-49.5367,-49.5367,-5.50408,-74.305
5.48276,-24.7683,-24.7683,-2.75204,-37.1525
5.69158,-1.42109e-14,-1.42109e-14,-1.77636e-15,0
5.9004,24.7683,24.7683,2.75204,37.1525
6.10921,49.5367,49.5367,5.50408,74.305
6.31803,74.305,74.305,8.25611,111.458
6.52684,99.0734,99.0734,11.0082,148.61
6.73566,123.842,123.842,13.7602,185.763
6.94447,189.778,-189.778,0,94.8888
7.11316,151.822,-151.822,0,75.9111
7.28184,113.867,-113.867,0,56.9333
7.45053,75.9111,-75.9111,0,37.9555
7.61921,37.9555,-37.9555,0,18.9778
7.7879,2.84217e-14,-2.84217e-14,0,1.42109e-14
7.95658,-37.9555,37.9555,0,-18.9778
8.12526,-75.9111,75.9111,0,-37.9555
8.29395,-113.867,113.867,0,-56.9333
8.46263,-151.822,151.822,0,-75.9111
8.63132,-189.778,189.778,0,-94.8888
